time,target_roll_deg,actual_roll_deg,Fx,Fy,Fz,base_load,left_load,right_load,fixture_torque_Nm,fixture_work_J,mechanical_energy_J
6.099999999999999867e-01,3.293082691339789392e+01,3.355963940509880672e+01,-5.154691696398594480e-03,4.802405220717643530e+00,1.867074859495418195e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.867074859495418195e+02,2.719003686918085805e+00,3.252014632179646814e+00,8.215688708259252238e+00
6.199999999999999956e-01,3.254217700608879937e+01,3.330599045572403583e+01,7.912175016815459205e-03,4.937985291924096742e+00,1.866631072720299471e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.866631072720299471e+02,2.721977443735056568e+00,3.239983933548781891e+00,8.203652914930110285e+00
6.300000000000000044e-01,3.212141189893934268e+01,3.301820554576067934e+01,-1.328133445689327896e-03,4.917948332626201235e+00,1.865917740423786597e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.865917740423786597e+02,2.758498008965659665e+00,3.226219212518172785e+00,8.189673005287390950e+00
6.400000000000000133e-01,3.166894683631067764e+01,3.269617819810518711e+01,1.674489061101958054e-03,4.802624918240587348e+00,1.865298605210819005e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.865298605210819005e+02,2.811608928309908606e+00,3.210552855974868169e+00,8.173553490128542265e+00
6.500000000000000222e-01,3.118522834659287213e+01,3.234027506673878349e+01,5.110739453719759240e-04,4.682651657119012434e+00,1.864496962853469881e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.864496962853469881e+02,2.870645789211664578e+00,3.192885592184708354e+00,8.155239343691299325e+00
6.600000000000000311e-01,3.067073380153522066e+01,3.195101248231573265e+01,4.058072491727182651e-04,4.555407452918471378e+00,1.863836787782548186e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.863836787782548186e+02,2.934193788389507063e+00,3.173144745652615839e+00,8.134667165423678625e+00
6.700000000000000400e-01,3.012597094513802531e+01,3.152890926016453577e+01,7.070745528878763508e-04,4.427952521379230788e+00,1.863113714242677474e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.863113714242677474e+02,3.001798885163736941e+00,3.151253432448131608e+00,8.111797611436220024e+00
6.800000000000000488e-01,2.955147739257052208e+01,3.107449657200517734e+01,2.992248141371334214e-04,4.296282462650717449e+00,1.862418111578021183e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.862418111578021183e+02,3.073413721056283521e+00,3.127133262553431159e+00,8.086570972742206820e+00
6.900000000000000577e-01,2.894782009960966107e+01,3.058830432863258508e+01,5.471166069595523318e-04,4.159637548897999082e+00,1.861697397433703429e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.861697397433703429e+02,3.149215359426278837e+00,3.100698957760656072e+00,8.058925253716296311e+00
7.000000000000000666e-01,2.831559480312315813e+01,3.007087566781015653e+01,3.431477461567356002e-04,4.017348587674762328e+00,1.860966396291881324e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.860966396291881324e+02,3.229109208313531099e+00,3.071861610922792973e+00,8.028788924504198121e+00
7.099999999999999645e-01,2.765542543314916912e+01,2.952276823923144988e+01,4.179927531915428318e-04,3.868325022915970468e+00,1.860227764691993855e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.860227764691993855e+02,3.313140834577836813e+00,3.040528458799198308e+00,7.996084796953387475e+00
7.199999999999999734e-01,2.696796349715262409e+01,2.894455894645126293e+01,3.492373840174867183e-04,3.712540233235912090e+00,1.859483531509381180e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.859483531509381180e+02,3.401204681883768899e+00,3.006604131519628798e+00,7.960731511713029285e+00
7.299999999999999822e-01,2.625388743706609063e+01,2.833684658074588469e+01,3.476331556968026426e-04,3.549516971768190032e+00,1.858745519670033843e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.858745519670033843e+02,3.493228469723788976e+00,2.969991685431985218e+00,7.922644217799717836e+00
7.399999999999999911e-01,2.551390195974940056e+01,2.770025315740271665e+01,3.248332383160024150e-04,3.379317871683435115e+00,1.858018065473413856e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.858018065473413856e+02,3.589085060463702348e+00,2.930593375050261074e+00,7.881736679581327287e+00
7.500000000000000000e-01,2.474873734152916427e+01,2.703542544599652686e+01,3.057271329579558383e-04,3.201916493628299332e+00,1.857311530061579106e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.857311530061579106e+02,3.688636003215322035e+00,2.888311805514102382e+00,7.837921952589665509e+00
7.600000000000000089e-01,2.395914870750410586e+01,2.634303529114112408e+01,2.922492358558015368e-04,3.017476353509782161e+00,1.856632813880946173e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.856632813880946173e+02,3.791722719605445491e+00,2.843050756660590928e+00,7.791113859884043258e+00
7.700000000000000178e-01,2.314591528632781703e+01,2.562378006610297021e+01,2.740040858837944349e-04,2.826217453863167250e+00,1.855990544658809256e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.855990544658809256e+02,3.898168590066120487e+00,2.794716227090907168e+00,7.741227888593129158e+00
7.800000000000000266e-01,2.230983964120414598e+01,2.487838255362125395e+01,2.614300468494756835e-04,2.628434929335082160e+00,1.855392429477567759e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.855392429477567759e+02,4.007785376801109578e+00,2.743217335374346533e+00,7.688182262090037078e+00
7.900000000000000355e-01,2.145174687785417689e+01,2.410759075922387495e+01,2.467786197533350379e-04,2.424498750212265907e+00,1.854846195688962212e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.854846195688962212e+02,4.120370497042870284e+00,2.688467274910413707e+00,7.631898866397469838e+00
8.000000000000000444e-01,2.057248383023656402e+01,2.331217749862522126e+01,2.349973114880721248e-04,2.214831310032226774e+00,1.854359341201042923e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.854359341201042923e+02,4.235711878252885754e+00,2.630384223793295728e+00,7.572304149064510881e+00
8.100000000000000533e-01,1.967291822482456354e+01,2.249293987104455539e+01,2.234427774755742835e-04,1.999917615511122460e+00,1.853938981282666418e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.853938981282666418e+02,4.353587260300429307e+00,2.568892237035820258e+00,7.509329982560743133e+00
8.200000000000000622e-01,1.875393782426488087e+01,2.165069863250303328e+01,2.134709152522284992e-04,1.780291571479543977e+00,1.853591990624124435e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.853591990624124435e+02,4.473766592414193610e+00,2.503922112556766777e+00,7.442914473108428908e+00
8.300000000000000711e-01,1.781644955126298768e+01,2.078629747712981413e+01,2.046793571282568003e-04,1.556538046524418295e+00,1.853324798336216190e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.853324798336216190e+02,4.596012784699723852e+00,2.435412216239595029e+00,7.373002740523740606e+00
8.399999999999999689e-01,1.686137859356004398e+01,1.990060225747456357e+01,1.972687031293607340e-04,1.329286999113722612e+00,1.853143454777767829e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.853143454777767829e+02,4.720083115351457081e+00,2.363309269730009543e+00,7.299547649167983820e+00
8.499999999999999778e-01,1.588966749088413799e+01,1.899450014109182305e+01,1.914031516313252634e-04,1.099211007557399533e+00,1.853053524294705028e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.853053524294705028e+02,4.845730472183674920e+00,2.287569086084830783e+00,7.222510500011654955e+00
8.599999999999999867e-01,1.490227520477755085e+01,1.806889872102652106e+01,1.871126683431062476e-04,8.670217191372550092e-01,1.853060076453086822e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.853060076453086822e+02,4.972704581663364820e+00,2.208157252252037850e+00,7.141861675540215337e+00
8.699999999999999956e-01,1.390017617221732138e+01,1.712472508177485508e+01,1.845952132783074129e-04,6.334661651258228776e-01,1.853167634891056821e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.853167634891056821e+02,5.100753340576844153e+00,2.125049749159739765e+00,7.057581237576625810e+00
8.800000000000000044e-01,1.288435934396373383e+01,1.616292482910122175e+01,1.838983628480311827e-04,3.993234742617889355e-01,1.853380145647735162e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.853380145647735162e+02,5.229624058319359392e+00,2.038233505466025441e+00,6.969659474543609790e+00
8.900000000000000133e-01,1.185582720858519501e+01,1.518446108797009408e+01,1.851163551065959645e-04,1.654014695544695490e-01,1.853700947303621547e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.853700947303621547e+02,5.359064733633175592e+00,1.947706879871378804e+00,6.878097395521580282e+00
9.000000000000000222e-01,1.081559480312316168e+01,1.419031347386488306e+01,1.882088982077673167e-04,-6.746599739750891445e-02,1.854132742491485430e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.854132742491485430e+02,5.488825234485986471e+00,1.853480068715327445e+00,6.782907168702210221e+00
9.100000000000000311e-01,9.764688711373016972e+00,1.318147704255510533e+01,1.930123555762899845e-04,-2.984211717403534303e-01,1.854677577780090019e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.854677577780090019e+02,5.618658406331149990e+00,1.755575436898948682e+00,6.684112501559181574e+00
